date,product_id,sales,category,region,price,discount,rating,views,clicks,ProductID,profit
2052-03-05,P007,57.0,B,East,37.89,5.32,4.0,1763.0,318.0,,
2052-03-06,P015,62.0,B,West,99.17,4.58,1.0,1240.0,494.0,,
2052-03-07,P012,69.0,D,South,26.45,6.89,2.0,629.0,393.0,,
2052-03-08,P014,72.0,C,North,11.72,1.33,3.0,4690.0,451.0,,
2052-03-09,P013,68.0,D,East,21.7,6.54,1.0,3639.0,118.0,,
2052-03-10,P019,47.0,D,South,90.24,6.32,5.0,4006.0,404.0,,
2052-03-11,P012,86.0,B,North,72.45,30.9,1.0,3552.0,243.0,,
2052-03-12,P016,82.0,D,East,80.56,17.58,3.0,2699.0,476.0,,
2052-03-13,P016,75.0,D,West,38.84,9.85,4.0,3341.0,146.0,,
2052-03-14,P001,90.0,B,East,66.04,12.73,1.0,563.0,33.0,,
2052-03-15,P015,61.0,B,North,73.71,21.83,4.0,4319.0,285.0,,
2052-03-16,P005,90.0,A,South,39.38,16.88,2.0,2692.0,20.0,,
2052-03-17,P006,61.0,C,North,75.21,35.15,5.0,1373.0,148.0,,
2052-03-18,P017,73.0,A,East,66.67,31.69,5.0,255.0,245.0,,
2052-03-19,P011,58.0,B,North,36.66,4.54,5.0,235.0,491.0,,
2052-03-20,P004,71.0,E,East,14.76,3.45,5.0,1113.0,305.0,,
2052-03-21,P018,74.0,D,North,31.41,23.91,4.0,2028.0,260.0,,
2052-03-22,P020,69.0,D,South,65.76,21.13,4.0,4618.0,97.0,,
2052-03-23,P014,78.0,B,North,63.91,12.97,2.0,1112.0,376.0,,
2052-03-24,P009,72.0,D,East,55.69,8.51,2.0,1996.0,363.0,,
2052-03-25,P003,65.0,A,West,32.63,15.66,2.0,2631.0,458.0,,
2052-03-26,P003,65.0,D,South,50.01,9.97,4.0,250.0,437.0,,
2052-03-27,P011,79.0,E,West,22.96,4.1,1.0,3734.0,448.0,,
2052-03-28,P020,64.0,C,East,69.61,27.69,2.0,3771.0,39.0,,
2052-03-29,P005,80.0,A,South,88.22,19.71,3.0,4801.0,441.0,,
2052-03-30,P004,83.0,C,East,51.73,20.46,2.0,767.0,228.0,,
2052-03-31,P012,54.0,C,West,29.17,11.52,4.0,788.0,175.0,,
2052-04-01,P012,82.0,E,West,84.51,13.49,1.0,4274.0,276.0,,
2052-04-02,P004,91.0,E,East,38.18,14.02,2.0,865.0,399.0,,
2052-04-03,P003,73.0,E,East,63.46,7.57,1.0,3212.0,73.0,,
2052-04-04,P002,76.0,E,South,16.79,1.24,2.0,3287.0,310.0,,
2052-04-05,P004,81.0,A,East,74.61,18.36,5.0,2372.0,201.0,,
2052-04-06,P004,68.0,E,West,51.46,1.28,2.0,1637.0,238.0,,
2052-04-07,P007,72.0,A,North,48.1,9.03,4.0,1038.0,369.0,,
2052-04-08,P002,57.0,D,West,94.14,44.7,2.0,2186.0,290.0,,
2052-04-09,P011,72.0,C,East,54.23,9.98,3.0,699.0,99.0,,
2052-04-10,P005,75.0,D,West,11.51,4.84,3.0,1715.0,115.0,,
2052-04-11,P013,76.0,D,East,96.38,46.34,5.0,163.0,54.0,,
2052-04-12,P004,81.0,B,South,11.1,2.34,2.0,1414.0,404.0,,
2052-04-13,P009,63.0,D,East,58.23,5.72,5.0,1995.0,394.0,,
2052-04-14,P007,65.0,D,East,67.02,13.21,5.0,4387.0,345.0,,
2052-04-15,P013,89.0,B,East,90.5,10.51,4.0,3281.0,427.0,,
2052-04-16,P010,69.0,D,East,71.13,4.16,3.0,2111.0,380.0,,
2052-04-17,P007,72.0,B,East,83.0,6.78,2.0,2323.0,89.0,,
2052-04-18,P018,70.0,A,West,79.29,23.6,4.0,4197.0,356.0,,
2052-04-19,P018,62.0,C,West,29.22,7.18,4.0,1570.0,476.0,,
2052-04-20,P002,87.0,E,North,73.04,12.79,4.0,1337.0,60.0,,
2052-04-21,P001,65.0,D,North,67.38,12.58,1.0,3345.0,123.0,,
2052-04-22,P013,59.0,A,South,31.96,11.79,1.0,3018.0,359.0,,
2052-04-23,P002,66.0,C,South,21.55,2.87,2.0,3573.0,236.0,,
2052-04-24,P004,50.0,A,North,77.65,11.41,1.0,3341.0,118.0,,
2052-04-25,P009,64.0,B,West,97.4,35.71,1.0,362.0,351.0,,
2052-04-26,P008,61.0,A,South,76.46,23.2,3.0,4905.0,422.0,,
2052-04-27,P018,76.0,D,North,77.45,22.01,1.0,1235.0,104.0,,
2052-04-28,P016,63.0,D,West,25.0,10.83,3.0,4867.0,35.0,,
2052-04-29,P004,79.0,E,North,32.23,4.66,1.0,974.0,324.0,,
2052-04-30,P004,84.0,E,South,62.72,13.53,4.0,4980.0,482.0,,
2052-05-01,P018,78.0,D,South,12.83,0.42,4.0,3125.0,306.0,,
2052-05-02,P002,68.0,A,East,70.11,36.62,5.0,2747.0,29.0,,
2052-05-03,P011,72.0,D,North,23.03,8.5,4.0,4014.0,214.0,,
2052-05-04,P020,55.0,A,North,47.21,14.74,3.0,2492.0,278.0,,
2052-05-05,P004,69.0,D,North,38.82,14.45,3.0,2394.0,29.0,,
2052-05-06,P014,62.0,C,South,19.58,9.05,3.0,3210.0,45.0,,
2052-05-07,P017,77.0,A,West,62.09,19.85,1.0,3767.0,400.0,,
2052-05-08,P008,96.0,B,North,42.51,8.99,2.0,2716.0,221.0,,
2052-05-09,P001,75.0,B,West,13.96,3.46,5.0,613.0,254.0,,
2052-05-10,P019,50.0,E,North,50.0,17.04,4.0,444.0,79.0,,
2052-05-11,P019,66.0,C,South,63.12,14.82,5.0,2613.0,456.0,,
2052-05-12,P007,71.0,B,West,21.74,2.92,1.0,1165.0,482.0,,
2052-05-13,P001,71.0,D,North,62.65,19.48,2.0,2081.0,47.0,,
2052-05-14,P001,63.0,B,West,37.18,8.36,5.0,1260.0,426.0,,
2052-05-15,P010,72.0,D,North,33.37,2.68,4.0,4118.0,459.0,,
2052-05-16,P013,58.0,C,East,81.59,42.45,1.0,1000.0,213.0,,
2052-05-17,P005,61.0,E,East,52.1,10.54,2.0,227.0,447.0,,
2052-05-18,P012,76.0,B,East,44.01,2.02,4.0,538.0,224.0,,
2052-05-19,P003,60.0,E,North,83.17,14.11,2.0,2356.0,247.0,,
2052-05-20,P019,75.0,C,West,91.93,52.23,2.0,2529.0,185.0,,
2052-05-21,P004,56.0,A,East,38.36,11.23,5.0,4176.0,400.0,,
2052-05-22,P015,88.0,C,South,14.54,3.34,3.0,4656.0,208.0,,
2052-05-23,P013,62.0,C,West,58.66,28.96,3.0,3422.0,493.0,,
2052-05-24,P011,68.0,C,East,74.36,37.56,3.0,3412.0,433.0,,
2052-05-25,P002,73.0,A,South,62.9,43.64,3.0,2788.0,200.0,,
2052-05-26,P009,64.0,A,South,71.93,9.46,3.0,1447.0,328.0,,
2052-05-27,P012,71.0,C,South,68.21,29.88,2.0,2105.0,448.0,,
2052-05-28,P004,76.0,A,North,96.04,28.23,1.0,1755.0,125.0,,
2052-05-29,P019,79.0,D,South,87.93,6.29,5.0,2804.0,268.0,,
2052-05-30,P010,78.0,C,West,21.87,4.78,2.0,4197.0,408.0,,
2052-05-31,P011,68.0,B,West,50.73,3.17,5.0,2397.0,130.0,,
2052-06-01,P007,68.0,D,North,50.93,20.46,3.0,4738.0,434.0,,
2052-06-02,P013,93.0,C,South,51.07,6.64,4.0,837.0,419.0,,
2052-06-03,P009,79.0,B,West,93.76,23.19,3.0,3977.0,97.0,,
2052-06-04,P012,61.0,B,North,39.45,14.31,5.0,3797.0,385.0,,
2052-06-05,P002,71.0,E,South,65.28,17.08,2.0,4700.0,407.0,,
2052-06-06,P001,66.0,E,West,90.67,38.73,2.0,101.0,133.0,,
2052-06-07,P007,68.0,B,South,14.55,2.12,3.0,3647.0,316.0,,
2052-06-08,P001,57.0,C,North,89.07,8.45,5.0,2119.0,156.0,,
2052-06-09,P016,66.0,C,East,78.85,9.67,4.0,3418.0,190.0,,
2052-06-10,P004,88.0,C,West,28.71,3.6,2.0,1842.0,486.0,,
2052-06-11,P008,76.0,C,South,39.3,11.01,4.0,2629.0,447.0,,
2052-06-12,P017,45.0,B,South,37.95,12.28,3.0,3282.0,203.0,,
2052-06-13,P019,82.0,A,East,29.92,4.87,1.0,1911.0,324.0,,
2052-06-14,P004,81.0,A,South,67.47,10.16,2.0,4072.0,286.0,,
2052-06-15,P004,66.0,C,North,98.45,28.35,3.0,3757.0,85.0,,
2052-06-16,P008,77.0,E,North,25.0,9.53,3.0,1262.0,226.0,,
2052-06-17,P010,61.0,B,South,30.9,9.63,4.0,1515.0,240.0,,
2052-06-18,P016,65.0,A,South,36.13,11.43,3.0,3905.0,31.0,,
2052-06-19,P019,85.0,B,West,94.38,19.04,4.0,1004.0,414.0,,
2052-06-20,P001,67.0,E,North,66.32,12.98,2.0,4100.0,95.0,,
2052-06-21,P005,51.0,B,West,29.14,18.45,2.0,3305.0,284.0,,
2052-06-22,P002,69.0,E,East,82.36,32.2,5.0,1002.0,159.0,,
2052-06-23,P016,69.0,E,West,93.06,7.72,1.0,1010.0,245.0,,
2052-06-24,P013,82.0,D,South,46.31,5.05,2.0,2590.0,437.0,,
2052-06-25,P006,70.0,E,West,25.55,7.03,1.0,992.0,181.0,,
2052-06-26,P004,65.0,D,West,37.89,9.33,5.0,979.0,222.0,,
2052-06-27,P007,80.0,E,West,29.54,4.62,2.0,2046.0,64.0,,
2052-06-28,P002,71.0,E,North,28.13,0.7,4.0,374.0,184.0,,
2052-06-29,P010,62.0,B,West,25.37,12.1,3.0,359.0,306.0,,
2052-06-30,P014,81.0,D,East,88.84,16.19,1.0,1158.0,165.0,,
2052-07-01,P008,71.0,A,West,17.73,5.9,3.0,4112.0,89.0,,
2052-07-02,P003,70.0,A,West,47.2,7.13,1.0,406.0,204.0,,
2052-07-03,P003,71.0,B,West,11.33,2.86,5.0,4408.0,457.0,,
2052-07-04,P002,59.0,A,South,36.41,7.93,2.0,598.0,200.0,,
2052-07-05,P017,64.0,A,South,73.62,22.8,5.0,1976.0,108.0,,
2052-07-06,P019,70.0,E,East,28.26,6.8,5.0,2037.0,381.0,,
2052-07-07,P010,68.0,C,South,99.89,10.18,1.0,3566.0,52.0,,
2052-07-08,P012,82.0,C,South,14.35,6.09,3.0,2795.0,136.0,,
2052-07-09,P011,72.0,A,North,22.28,2.15,4.0,2553.0,48.0,,
2052-07-10,P009,78.0,B,East,80.82,28.51,3.0,3517.0,418.0,,
2052-07-11,P013,70.0,B,South,97.84,65.77,5.0,1573.0,91.0,,
2052-07-12,P006,80.0,D,North,95.86,25.88,4.0,2470.0,497.0,,
2052-07-13,P014,73.0,B,South,81.84,27.77,4.0,461.0,408.0,,
2052-07-14,P011,70.0,B,North,97.57,48.04,2.0,1592.0,117.0,,
2052-07-15,P005,69.0,E,South,85.67,30.02,4.0,368.0,42.0,,
2052-07-16,P002,60.0,E,South,15.22,6.22,1.0,3722.0,258.0,,
2052-07-17,P007,74.0,A,South,86.11,23.51,3.0,1855.0,460.0,,
2052-07-18,P017,69.0,B,South,53.54,35.24,4.0,824.0,324.0,,
2052-07-19,P006,64.0,C,West,51.11,28.69,4.0,4807.0,199.0,,
2052-07-20,P014,80.0,B,South,10.23,3.23,3.0,2841.0,219.0,,
2052-07-21,P004,57.0,B,East,65.82,16.03,3.0,1404.0,31.0,,
2052-07-22,P003,65.0,A,West,70.44,15.52,1.0,3651.0,180.0,,
2052-07-23,P011,80.0,C,East,81.16,8.28,3.0,2194.0,407.0,,
2052-07-24,P001,72.0,A,West,39.34,17.38,2.0,4634.0,235.0,,
2052-07-25,P014,69.0,B,West,21.53,7.15,2.0,3864.0,407.0,,
2052-07-26,P006,72.0,C,East,49.59,9.06,4.0,1801.0,188.0,,
2052-07-27,P017,71.0,B,North,42.61,14.77,2.0,1491.0,383.0,,
2052-07-28,P017,54.0,A,East,77.78,16.8,1.0,2450.0,198.0,,
2052-07-29,P011,66.0,A,South,30.65,11.35,5.0,1999.0,400.0,,
2052-07-30,P007,85.0,E,South,22.44,7.23,5.0,1885.0,43.0,,
2052-07-31,P013,63.0,C,East,49.62,2.31,4.0,3681.0,414.0,,
2052-08-01,P008,66.0,E,North,66.52,29.85,2.0,2571.0,417.0,,
2052-08-02,P008,64.0,C,West,35.29,5.02,1.0,3413.0,429.0,,
2052-08-03,P009,68.0,D,West,20.3,6.5,3.0,3394.0,154.0,,
2052-08-04,P007,63.0,C,South,49.52,15.15,3.0,4014.0,370.0,,
2052-08-05,P009,74.0,B,North,96.57,28.71,5.0,4593.0,477.0,,
2052-08-06,P011,71.0,C,West,97.06,32.56,2.0,1208.0,236.0,,
2052-08-07,P002,77.0,E,West,73.78,34.9,2.0,2740.0,119.0,,
2052-08-08,P018,59.0,A,South,79.94,28.0,3.0,372.0,289.0,,
2052-08-09,P003,66.0,A,North,28.32,5.21,2.0,4939.0,314.0,,
2052-08-10,P018,67.0,C,West,43.72,13.02,2.0,2934.0,144.0,,
2052-08-11,P016,74.0,D,North,64.43,14.07,3.0,168.0,110.0,,
2052-08-12,P008,61.0,A,North,77.54,31.84,2.0,1312.0,61.0,,
2052-08-13,P008,78.0,A,South,25.0,2.39,5.0,3742.0,146.0,,
2052-08-14,P006,81.0,A,West,51.19,35.59,3.0,1684.0,364.0,,
2052-08-15,P002,59.0,D,South,24.65,3.59,2.0,3255.0,463.0,,
2052-08-16,P016,64.0,E,East,67.0,37.19,2.0,3681.0,125.0,,
2052-08-17,P009,64.0,C,West,79.49,24.34,4.0,751.0,396.0,,
2052-08-18,P019,95.0,D,North,85.0,34.9,3.0,4435.0,347.0,,
2052-08-19,P015,65.0,C,North,75.91,12.64,3.0,1522.0,202.0,,
2052-08-20,P002,86.0,B,West,24.32,12.62,3.0,1483.0,474.0,,
2052-08-21,P015,56.0,C,South,84.56,19.43,5.0,528.0,170.0,,
2052-08-22,P011,59.0,A,North,40.1,6.6,3.0,2540.0,27.0,,
2052-08-23,P020,62.0,D,West,85.22,24.84,2.0,3619.0,485.0,,
2052-08-24,P012,61.0,D,North,32.58,12.97,5.0,311.0,163.0,,
2052-08-25,P015,66.0,E,South,52.81,14.65,1.0,434.0,275.0,,
2052-08-26,P016,62.0,B,West,61.89,22.51,3.0,4625.0,118.0,,
2052-08-27,P006,61.0,E,South,13.12,2.09,1.0,1324.0,349.0,,
2052-08-28,P003,81.0,E,South,91.33,41.39,5.0,4271.0,290.0,,
2052-08-29,P006,81.0,B,West,56.04,14.68,2.0,3786.0,268.0,,
2052-08-30,P003,78.0,A,South,27.28,15.14,2.0,276.0,135.0,,
2052-08-31,P013,74.0,D,South,24.47,5.07,2.0,4315.0,435.0,,
2052-09-01,P012,70.0,C,South,71.79,9.64,3.0,1991.0,162.0,,
2052-09-02,P008,64.0,B,North,17.36,4.66,1.0,3248.0,54.0,,
2052-09-03,P002,59.0,E,South,49.58,10.93,4.0,2224.0,171.0,,
2052-09-04,P007,73.0,C,East,58.62,19.18,4.0,1430.0,272.0,,
2052-09-05,P017,57.0,B,North,30.98,9.56,4.0,2650.0,407.0,,
2052-09-06,P007,59.0,B,East,21.63,9.98,4.0,3197.0,274.0,,
2052-09-07,P001,80.0,A,South,54.16,12.11,4.0,2895.0,163.0,,
2052-09-08,P004,88.0,A,South,40.63,12.48,3.0,3969.0,185.0,,
2052-09-09,P015,73.0,D,North,22.62,12.06,2.0,2883.0,473.0,,
2052-09-10,P004,80.0,D,South,28.93,8.43,1.0,4665.0,305.0,,
2052-09-11,P012,66.0,C,North,52.38,5.02,2.0,166.0,221.0,,
2052-09-12,P016,55.0,D,West,21.97,8.5,5.0,297.0,238.0,,
2052-09-13,P018,75.0,B,North,94.25,18.51,3.0,1167.0,443.0,,
2052-09-14,P014,75.0,B,South,79.79,2.48,4.0,4732.0,289.0,,
2052-09-15,P014,70.0,B,North,39.3,14.44,4.0,4410.0,197.0,,
2052-09-16,P011,66.0,B,North,33.25,12.96,5.0,1985.0,494.0,,
2052-09-17,P016,78.0,A,North,88.69,43.11,5.0,2504.0,433.0,,
2052-09-18,P015,59.0,B,South,48.42,9.69,4.0,1021.0,474.0,,
2052-09-19,P006,61.0,B,North,87.64,40.43,4.0,3233.0,227.0,,
2052-09-20,P013,59.0,B,East,76.82,9.81,1.0,1564.0,121.0,,
2052-09-21,P017,70.0,E,West,18.29,3.67,4.0,1213.0,496.0,,
2052-09-22,P004,58.0,C,West,83.22,23.98,4.0,964.0,357.0,,
2052-09-23,P012,62.0,C,West,58.59,7.94,5.0,559.0,66.0,,
2052-09-24,P018,62.0,B,North,70.98,7.8,1.0,337.0,275.0,,
2052-09-25,P008,66.0,B,North,29.71,10.92,4.0,4760.0,493.0,,
2052-09-26,P012,54.0,C,West,10.02,2.49,5.0,2724.0,399.0,,
2052-09-27,P004,70.0,D,West,40.03,16.01,1.0,1125.0,275.0,,
2052-09-28,P008,81.0,E,South,27.16,13.01,4.0,4007.0,143.0,,
2052-09-29,P002,70.0,E,North,49.17,7.61,3.0,4165.0,80.0,,
2052-09-30,P004,84.0,D,South,18.18,8.31,5.0,1823.0,65.0,,
2052-10-01,P012,82.0,B,North,90.55,34.27,1.0,715.0,465.0,,
2052-10-02,P010,76.0,C,West,20.69,7.9,1.0,4633.0,372.0,,
2052-10-03,P015,69.0,E,East,78.78,8.53,3.0,1970.0,121.0,,
2052-10-04,P009,69.0,D,South,94.54,26.66,1.0,3365.0,305.0,,
2052-10-05,P009,76.0,D,East,23.34,6.42,4.0,976.0,437.0,,
2052-10-06,P007,65.0,A,North,41.18,21.31,4.0,2320.0,480.0,,
2052-10-07,P002,50.0,D,East,75.8,12.87,5.0,1077.0,210.0,,
2052-10-08,P007,74.0,A,West,74.3,44.6,1.0,2869.0,420.0,,
2052-10-09,P009,57.0,A,North,13.37,3.26,3.0,4931.0,391.0,,
2052-10-10,P018,59.0,E,West,16.36,3.47,1.0,3260.0,43.0,,
2052-10-11,P012,69.0,B,North,20.81,9.7,3.0,2604.0,374.0,,
2052-10-12,P007,68.0,B,North,61.12,22.14,2.0,1977.0,365.0,,
2052-10-13,P019,54.0,D,North,14.95,4.16,1.0,4499.0,101.0,,
2052-10-14,P016,70.0,C,West,62.96,24.38,2.0,1252.0,12.0,,
2052-10-15,P008,78.0,C,North,40.82,6.93,2.0,127.0,22.0,,
2052-10-16,P019,57.0,A,North,70.25,12.71,3.0,2454.0,113.0,,
2052-10-17,P006,81.0,D,South,80.38,24.29,5.0,2326.0,223.0,,
2052-10-18,P002,53.0,D,West,81.23,10.64,1.0,1697.0,151.0,,
2052-10-19,P002,90.0,B,North,13.39,4.8,3.0,1043.0,176.0,,
2052-10-20,P008,64.0,C,North,95.25,26.16,1.0,156.0,92.0,,
2052-10-21,P010,70.0,E,North,62.8,13.96,3.0,4381.0,349.0,,
2052-10-22,P011,50.0,D,East,90.61,28.69,4.0,374.0,415.0,,
2052-10-23,P020,68.0,D,East,65.36,18.19,2.0,592.0,244.0,,
2052-10-24,P020,71.0,B,South,53.57,21.8,2.0,3096.0,342.0,,
2052-10-25,P003,68.0,E,East,75.68,32.8,1.0,2397.0,297.0,,
2052-10-26,P016,63.0,E,South,29.75,2.33,2.0,4234.0,488.0,,
2052-10-27,P003,59.0,E,North,19.29,8.61,5.0,1023.0,213.0,,
2052-10-28,P008,80.0,E,West,18.14,7.86,4.0,1255.0,349.0,,
2052-10-29,P019,69.0,C,North,86.42,20.98,1.0,2068.0,419.0,,
2052-10-30,P012,84.0,A,West,92.12,35.18,1.0,3480.0,21.0,,
2052-10-31,P018,63.0,E,South,83.3,39.95,3.0,1571.0,93.0,,
2052-11-01,P013,64.0,A,West,91.4,6.78,2.0,335.0,148.0,,
2052-11-02,P011,77.0,A,South,98.63,22.92,2.0,3584.0,185.0,,
2052-11-03,P013,52.0,B,South,57.35,22.44,5.0,1578.0,214.0,,
2052-11-04,P003,56.0,E,West,23.85,10.43,3.0,2126.0,447.0,,
2052-11-05,P006,79.0,C,North,64.71,6.32,4.0,4915.0,263.0,,
2052-11-06,P003,57.0,B,East,41.85,11.55,3.0,3138.0,430.0,,
2052-11-07,P001,50.0,B,North,41.18,21.97,1.0,4619.0,17.0,,
2052-11-08,P014,87.0,A,South,75.5,34.36,4.0,2804.0,472.0,,
2052-11-09,P020,54.0,D,North,18.16,6.41,4.0,4075.0,425.0,,
2052-11-10,P007,70.0,C,North,13.38,2.09,1.0,1812.0,54.0,,
2052-11-11,P009,69.0,E,North,72.57,23.24,4.0,874.0,262.0,,
2052-11-12,P001,40.0,E,East,33.47,13.02,4.0,3857.0,180.0,,
2052-11-13,P010,66.0,C,West,44.7,11.01,4.0,3215.0,226.0,,
2052-11-14,P013,73.0,E,East,37.69,11.57,4.0,3701.0,13.0,,
2052-11-15,P012,72.0,D,North,65.34,10.28,1.0,1755.0,487.0,,
2052-11-16,P004,77.0,D,West,23.91,4.36,5.0,2700.0,287.0,,
2052-11-17,P007,64.0,E,North,74.85,15.53,4.0,3395.0,451.0,,
2052-11-18,P010,75.0,B,South,93.24,1.4,1.0,3779.0,251.0,,
2052-11-19,P007,61.0,E,North,85.25,64.54,4.0,2560.0,498.0,,
2052-11-20,P015,54.0,E,West,91.63,44.66,3.0,4965.0,424.0,,
2052-11-21,P019,55.0,C,East,94.34,29.15,1.0,4743.0,110.0,,
2052-11-22,P007,54.0,D,East,43.51,16.84,3.0,3830.0,343.0,,
2052-11-23,P014,78.0,B,North,81.62,18.35,1.0,2057.0,432.0,,
2052-11-24,P014,53.0,C,East,54.53,7.28,3.0,3422.0,127.0,,
2052-11-25,P018,71.0,C,West,34.28,2.18,1.0,2546.0,457.0,,
2052-11-26,P010,66.0,B,East,77.22,27.23,1.0,4654.0,211.0,,
2052-11-27,P003,67.0,B,East,31.97,6.32,1.0,1842.0,300.0,,
2052-11-28,P006,82.0,C,North,19.87,8.96,2.0,4584.0,387.0,,
2052-11-29,P009,64.0,E,West,73.42,14.27,3.0,1416.0,43.0,,
2052-11-30,P014,74.0,B,West,35.88,8.07,2.0,330.0,96.0,,
2052-12-01,P008,69.0,A,South,37.53,11.83,1.0,1711.0,353.0,,
2052-12-02,P001,67.0,B,East,89.3,5.34,4.0,2436.0,102.0,,
2052-12-03,P003,91.0,C,West,22.2,3.24,1.0,3350.0,275.0,,
2052-12-04,P006,54.0,A,South,78.84,40.75,4.0,2496.0,148.0,,
2052-12-05,P001,81.0,C,North,44.76,18.13,5.0,976.0,430.0,,
2052-12-06,P018,75.0,D,South,90.37,4.32,4.0,4010.0,233.0,,
2052-12-07,P010,63.0,D,South,49.63,7.39,4.0,1056.0,275.0,,
2052-12-08,P017,84.0,E,West,46.81,20.18,3.0,1968.0,459.0,,
2052-12-09,P001,50.0,B,South,48.69,12.14,5.0,1840.0,97.0,,
2052-12-10,P008,63.0,C,North,85.39,41.64,4.0,2141.0,109.0,,
2052-12-11,P012,56.0,A,West,10.95,2.0,5.0,2159.0,460.0,,
2052-12-12,P019,72.0,B,West,73.44,14.89,1.0,862.0,139.0,,
2052-12-13,P014,57.0,E,West,28.47,14.96,2.0,1608.0,410.0,,
2052-12-14,P019,72.0,C,West,89.39,31.24,4.0,4517.0,363.0,,
2052-12-15,P017,66.0,C,North,43.83,10.73,3.0,318.0,235.0,,
2052-12-16,P016,63.0,D,North,40.51,16.69,4.0,2756.0,354.0,,
2052-12-17,P019,72.0,E,North,74.14,30.29,3.0,1087.0,497.0,,
2052-12-18,P005,65.0,C,East,75.02,54.39,4.0,1946.0,277.0,,
2052-12-19,P019,57.0,D,North,67.03,6.11,3.0,343.0,451.0,,
2052-12-20,P004,96.0,D,South,39.68,17.38,4.0,1278.0,39.0,,
2052-12-21,P005,63.0,A,West,64.93,14.81,2.0,3683.0,352.0,,
2052-12-22,P005,46.0,E,South,14.88,1.84,1.0,1703.0,197.0,,
2052-12-23,P001,60.0,E,North,95.97,15.02,2.0,1331.0,27.0,,
2052-12-24,P018,55.0,C,East,50.74,20.84,4.0,1638.0,245.0,,
2052-12-25,P015,76.0,A,East,37.4,2.82,3.0,3037.0,148.0,,
2052-12-26,P019,71.0,B,West,87.47,37.89,4.0,1086.0,320.0,,
2052-12-27,P014,72.0,C,North,39.18,3.02,2.0,4646.0,56.0,,
2052-12-28,P006,64.0,D,East,99.75,2.45,2.0,2318.0,129.0,,
2052-12-29,P018,65.0,B,South,72.15,27.29,4.0,1424.0,146.0,,
2052-12-30,P008,64.0,B,East,68.46,16.28,5.0,1943.0,142.0,,
2052-12-31,P005,67.0,C,West,23.67,1.54,1.0,554.0,336.0,,
2053-01-01,P008,76.0,A,East,64.89,23.5,4.0,122.0,296.0,,
2053-01-02,P006,71.0,E,North,23.96,7.44,5.0,852.0,338.0,,
2053-01-03,P010,73.0,A,South,80.52,10.69,3.0,4296.0,82.0,,
2053-01-04,P003,73.0,C,West,22.46,5.94,3.0,2803.0,57.0,,
2053-01-05,P013,77.0,E,West,42.29,21.66,2.0,2862.0,175.0,,
2053-01-06,P007,71.0,B,East,52.91,8.24,2.0,2321.0,282.0,,
2053-01-07,P004,72.0,D,West,82.47,43.2,1.0,3299.0,104.0,,
2053-01-08,P013,80.0,A,East,66.95,24.03,3.0,2626.0,226.0,,
2053-01-09,P006,61.0,E,South,77.32,20.75,2.0,3805.0,229.0,,
2053-01-10,P016,59.0,A,East,31.96,15.2,4.0,4247.0,204.0,,
2053-01-11,P001,56.0,E,West,31.35,11.24,2.0,3566.0,207.0,,
2053-01-12,P013,70.0,D,South,44.26,14.21,5.0,1442.0,268.0,,
2053-01-13,P002,49.0,C,East,11.68,4.99,1.0,4011.0,13.0,,
2053-01-14,P020,72.0,C,West,84.76,8.67,1.0,1381.0,450.0,,
2053-01-15,P019,67.0,E,West,43.3,9.17,2.0,2055.0,209.0,,
2053-01-16,P006,79.0,E,North,16.08,8.83,2.0,487.0,341.0,,
2053-01-17,P011,61.0,C,East,88.5,59.83,1.0,1150.0,164.0,,
2053-01-18,P017,66.0,B,East,97.1,6.15,5.0,1712.0,143.0,,
2053-01-19,P009,79.0,B,East,68.19,33.22,2.0,3175.0,15.0,,
2053-01-20,P005,82.0,B,South,42.09,16.07,5.0,1345.0,241.0,,
2053-01-21,P005,61.0,D,South,47.24,12.04,1.0,2805.0,89.0,,
2053-01-22,P016,70.0,E,North,33.05,15.2,5.0,2446.0,47.0,,
2053-01-23,P004,71.0,A,North,74.01,15.54,1.0,1650.0,405.0,,
2053-01-24,P020,72.0,A,North,42.05,10.01,5.0,4277.0,21.0,,
2053-01-25,P013,65.0,E,West,12.92,0.34,4.0,2560.0,40.0,,
2053-01-26,P017,81.0,C,West,14.15,2.26,2.0,199.0,325.0,,
2053-01-27,P009,49.0,E,North,65.33,17.13,1.0,4052.0,408.0,,
2053-01-28,P013,64.0,B,West,36.13,12.47,1.0,1189.0,51.0,,
2053-01-29,P016,72.0,B,North,25.17,12.52,4.0,1690.0,309.0,,
2053-01-30,P020,72.0,A,South,59.71,19.11,2.0,2619.0,419.0,,
2053-01-31,P010,81.0,E,West,35.06,6.64,5.0,290.0,479.0,,
2053-02-01,P010,80.0,A,West,16.6,10.9,1.0,4894.0,407.0,,
2053-02-02,P020,65.0,C,North,27.42,11.12,5.0,2607.0,13.0,,
2053-02-03,P016,81.0,D,East,80.01,31.35,4.0,249.0,440.0,,
2053-02-04,P020,61.0,D,North,86.68,22.37,1.0,1735.0,154.0,,
2053-02-05,P001,77.0,C,West,88.49,47.85,1.0,3014.0,445.0,,
2053-02-06,P011,86.0,B,West,58.13,12.63,1.0,4568.0,41.0,,
2053-02-07,P013,80.0,B,North,95.59,58.82,5.0,1048.0,313.0,,
2053-02-08,P018,69.0,B,North,23.65,8.4,5.0,3333.0,241.0,,
2053-02-09,P005,64.0,A,North,71.05,16.36,1.0,2799.0,474.0,,
